1,原来人死后还要继续干生前的活儿是真的。,,
1,刘德华那条线有点儿意思，为这个系列电影开启了新维度。太长了，删减强制煽情正能量能短30min。,,
1,不必对比什么 作为里程碑他已经无敌,,
1,“这是俄罗斯的型号，没有安全保险，只有两个扳机。”,,
1,2019年看第一部的时候就想着，回国之后如果能在这样的剧组工作就好了，结果今年就真的在这部的片尾字幕了。�与有荣焉。今天很想念组里的朋友们。,,
1,刘德华那条线，给整个电影情节优化了不止一点儿，尤其是溺水后推开门的那一刻，我瞬间：“这是国产电影能有的剧情吗？”,,
1,低开高走，前半小时脚趾抓地，刘培强的爱情线真的很尬，那个女性胸部特写后韩朵朵生气，我非常非常厌恶郭帆这种没有任何笑点的恶趣味。图恒宇的线救回来了，华仔真的神。ps朱颜曼滋很适合这种角色，喜欢她的颜。,,
1,《流浪地球》系列，单枪匹马，把中国的科幻电影提升到世界级水平。,,
1,这不是老套的个人英雄主义冒险故事，而是一个宏大的全人类史诗！但是，173分钟的片长，三条缺乏交互的故事线，慢热的节奏，劝退路人的冗长数字生命线，确实是讨好了影迷与科幻迷，可无疑也是提高了对广大路人的门槛。,,
1,2023年1月22日，刘培强先生，生日快乐！,,
1,可能也就世界末日了，房价才会跌。,,
1,最后，这不比《阿凡达2》的家庭伦理与美式霸凌好看?,,
1,笨笨！！你是军犬！！,,
1,急死你急死你！我就要看“人类命运共同体”，我就要看世界人民大团结！我就喜欢看人“吴京PTSD”，我就是喜欢战狼！,,
1,很多人因为电影宣扬的集体主义价值观和共产主义理想而打一星，而我恰恰想因为这点给它满分。,,
1,看完了，大年初一就在电影院哭了，那种与天斗与人斗与命运斗只为了未知的未来和理想奋斗的中式硬核浪漫让人心潮澎湃。李雪健那个角色在大会的发言真的超牛，大刘笔下的科幻真是处处有着中国人特有的务实和真诚，好喜欢，这电影真的太特么牛批了！,,
1,咱豆瓣网友真的是擅长“严于律己，宽以待人”，对国产电影未免太苛刻。,,
1,放几年前，我会跟着愤青一起骂，骂故事写的不好，骂节奏，但其实我的阅片量来讲根本不懂这些。无非就是跟风黑，显得自己多专业一样。现在呢？有一部电影3个小时让我不困，让我感慨，让我跟着它的思路去走，还能看到中国电影人走向世界的野心，就已经足够了。,,
1,我看有些人说又红又爹，感觉确实有点儿。但是点完头我又想，美国哪部电影不是又“蓝”又“宇宙第一”？,,
1,四星+一星鼓励，值得八分以上的佳作！还有我不理解 看了会睡觉一般是不感兴趣 看了骂依托答辩的都是什么脑回路。美国拍科幻片就能泛滥煽情主旋律，中国就不能是吧。美国就能输出，中国就不能是吧。再说了，我是真没看出来有多主旋律了，要硬说是主旋律的话我认为是人类命运共同体。《星际穿越》可以有亲情，生孩子没问题，到《流浪地球》这就催婚催生了是吧?《星际穿越》里美国人可以拯救全人类，《流浪地球》里中国人就不能拯救世界了是吧?《星际穿越》里可以抛弃一大部分人类，然后一小部分人类放弃地球和太阳系去新星球生存，《流浪地球》就不能有家国情怀，带着剩余一半的人类和地球去寻找新家园是吧?我只能说戴有色眼镜去看总能在鸡蛋里挑出来骨头。当然，上述这些是我好兄弟宸老师（豆瓣可以搜到）以及我亲身经历而有的输出。,,
1,比第1部好看。中国科幻电影需要更多的小破球,,
1,不要破坏太空电梯！我以后要坐的！,,
1,看到沙溢扮演的师傅喊出五十岁以上的出列时还是忍不住落泪,,
1,我的建议是，把网络服务中心迁移到高原上来,,
1,四星半。《流浪地球2》比第一部进步很多，并将国产科幻大片提升到了前所未有的高度。世界观足够硬核，动作场面与特效更加恢弘也更加细致，尤其是对太空电梯的呈现，太惊艳了。剧作上也更扎实了，两次大型危机（太空电梯危机、月球坠落危机）、两种理念冲撞（数字生命计划与移山计划）、两个一体两面的主角……冲突线明晰，人物群像立体。同时，周喆直就是新时代的愚公，难怪这个角色要请李雪健老师来演。影片对愚公移山这样的中国精神有了更加丰富有力的传达，这也是区别于好莱坞大片的根本所在。,,
1,刚看完，特效国产最顶，故事情节也好，演员全部演的好,,
1,照古人的月亮将要毁灭今人，进化后的系统阻挡人类存续。人类制造复杂的密码用于相互毁灭，也诞生伟大的文明用于股骨愈合。宇宙里的小小白点是我们的一切，移山让人类的未来有了方向，科技却让数字的生命成为了可能。我们要活在电缆里荧屏中让意识自主永恒，还是心怀蓝天让躯体等到鲜花挂满枝头的瞬间。,,
1,幽默版：拜托，请相信中国，deadline真的是我们中国人的第一生产力！,,
